Time,Condition,Tre,Te,Tsk,Met,Eva
130,B-FIG.4,36.9047619047619,36.8666666666666,36.1595744680851,38.56,72
135,B-FIG.4,36.9216931216931,36.879365079365,36.1595744680851,38.4,70.0799999999999
140,B-FIG.4,36.9301587301587,36.8962962962963,36.1755319148936,38.24,68.7999999999999
145,B-FIG.4,36.9724867724867,36.9132275132275,36.2074468085106,38.24,70.8799999999999
150,B-FIG.4,36.9894179894179,36.9301587301587,36.2234042553191,38.4,70.4
155,B-FIG.4,37.0232804232804,36.9597883597883,36.1755319148936,38.5599999999999,74.2399999999999
160,B-FIG.4,37.0444444444444,37.0021164021164,36.2074468085106,38.4,76.64
165,B-FIG.4,37.0656084656084,36.9936507936507,36.2074468085106,39.68,74.3999999999999
170,B-FIG.4,37.0867724867724,37.0021164021164,36.2074468085106,38.88,73.7599999999999
175,B-FIG.4,37.095238095238,37.0275132275132,36.2393617021276,39.84,79.84
180,B-FIG.4,37.1417989417989,37.0486772486772,36.1914893617021,,78.3999999999999
185,B-FIG.4,37.1417989417989,36.9724867724867,32.8882978723404,,45.7599999999999
190,B-FIG.4,37.2137566137566,36.9428571428571,32.2340425531914,37.5999999999999,13.28
195,B-FIG.4,37.2518518518518,36.815873015873,31.9787234042553,36.4799999999999,9.75999999999997
200,B-FIG.4,37.2814814814814,36.7269841269841,31.6436170212765,38.4,8.16000000000002
205,B-FIG.4,37.2984126984127,36.6719576719576,31.3723404255319,36.8,7.35999999999999
210,B-FIG.4,37.2730158730158,36.6338624338624,31.1170212765957,36.9599999999999,7.68
215,B-FIG.4,37.2814814814814,36.6042328042328,30.8617021276595,37.1199999999999,6.40000000000003
220,B-FIG.4,37.2518518518518,36.5915343915343,30.6382978723404,38.24,6.24000000000001
225,B-FIG.4,37.2349206349206,36.5873015873015,30.4946808510638,36,5.91999999999998
230,B-FIG.4,37.2306878306878,36.5746031746031,30.2872340425531,37.4399999999999,6.08000000000002
235,B-FIG.4,37.2137566137566,36.5661375661375,30.127659574468,,6.40000000000003
240,B-FIG.4,37.2222222222222,36.5746031746031,29.9680851063829,,7.52000000000001
0,B-FIG.5,37.3459459459459,37.0486486486486,34.071599045346,,
5,B-FIG.5,37.3266409266409,37.0795366795366,34.835322195704,,
10,B-FIG.5,37.3092664092664,37.0795366795366,35.1980906921241,,
15,B-FIG.5,37.2841698841698,37.0718146718146,35.4844868735083,,
20,B-FIG.5,37.2687258687258,37.0679536679536,35.6658711217183,,
25,B-FIG.5,37.2532818532818,37.0795366795366,35.8090692124105,,
30,B-FIG.5,37.2532818532818,37.0833976833976,35.780429594272,,
35,B-FIG.5,37.2532818532818,37.0833976833976,35.8568019093078,,
40,B-FIG.5,37.2494208494208,37.0833976833976,35.8377088305489,,
45,B-FIG.5,37.2416988416988,37.0911196911196,35.8377088305489,,
50,B-FIG.5,37.2455598455598,37.0949806949806,35.8472553699284,,
55,B-FIG.5,37.2494208494208,37.1065637065637,35.8663484486873,,
60,B-FIG.5,37.2474903474903,37.1104247104247,35.8472553699284,,
65,B-FIG.5,37.2571428571428,37.0911196911196,32.2673031026253,,
70,B-FIG.5,37.3111969111969,37.0640926640926,31.780429594272,,
75,B-FIG.5,37.3420849420849,37.0003861003861,31.6085918854415,,
80,B-FIG.5,37.3633204633204,36.9328185328185,31.3031026252983,,
85,B-FIG.5,37.3884169884169,36.903861003861,31.0548926014319,,
90,B-FIG.5,37.403861003861,36.8826254826254,30.8735083532219,,
95,B-FIG.5,37.3806949806949,36.8594594594594,30.6157517899761,,
100,B-FIG.5,37.3459459459459,36.8440154440154,30.4057279236276,,
105,B-FIG.5,37.3382239382239,36.8440154440154,30.3102625298329,,
110,B-FIG.5,37.3266409266409,36.8169884169884,30.2147971360381,,
115,B-FIG.5,37.3111969111969,36.8169884169884,30.0047732696897,,
120,B-FIG.5,37.2706563706563,36.7957528957529,29.9188544152744,,
125,B-FIG.5,37.2725868725868,36.7822393822393,29.7374701670644,,
130,B-FIG.5,37.2571428571428,36.7803088803088,29.5465393794749,,
135,B-FIG.5,37.2339768339768,36.7667953667953,29.4510739856801,,
140,B-FIG.5,37.2262548262548,36.7667953667953,29.3174224343675,,
145,B-FIG.5,37.1953667953667,36.7552123552123,29.2219570405727,,
150,B-FIG.5,37.1528957528957,36.7204633204633,29.0883054892601,,
155,B-FIG.5,37.1142857142857,36.6972972972973,28.9737470167064,,
160,B-FIG.5,37.0988416988416,36.6895752895752,28.8210023866348,,
165,B-FIG.5,37.0795366795366,36.6625482625482,28.7541766109785,,
170,B-FIG.5,37.0486486486486,36.6316602316602,28.6873508353222,,
175,B-FIG.5,37.0351351351351,36.6239382239382,28.5727923627685,,
180,B-FIG.5,37.0293436293436,36.6084942084942,28.4773269689737,,
185,B-FIG.5,36.9907335907335,36.5718146718146,31.9713603818615,,
190,B-FIG.5,36.9250965250965,36.5254826254826,33.4797136038186,,
195,B-FIG.5,36.8420849420849,36.5351351351351,34.3198090692124,,
200,B-FIG.5,36.7861003861003,36.5872586872586,34.9880668257756,,
205,B-FIG.5,36.7397683397683,36.6200772200772,35.5226730310262,,
210,B-FIG.5,36.7204633204633,36.6779922779922,35.8281622911694,,
215,B-FIG.5,36.7050193050193,36.7359073359073,36.0190930787589,,
220,B-FIG.5,36.7050193050193,36.7918918918918,36.1336515513126,,
225,B-FIG.5,36.7301158301158,36.8594594594594,36.2004773269689,,
230,B-FIG.5,36.7571428571428,36.934749034749,36.1718377088305,,
235,B-FIG.5,36.7764478764478,36.9868725868725,36.1718377088305,,
240,B-FIG.5,36.8189189189189,37.0042471042471,36.1241050119331,,
